Ingredient,Quantity
girl scouts chalet cookies,259
girl scouts do-si-dos cookies,729
girl scouts samoas cookies,577
girl scouts tagalongs cookies,269
girl scouts thank u berry munch cookies,561
girl scouts thin mints cookies,556
girl scouts trefoils cookies,430
jackson's old fashioned lemon jumble cookies,774
jackson's old fashioned vanilla wafers,969
kashi tlc happy trail mix cookies,427
kashi tlc oatmeal dk choc cookies,491
kashi tlc oatmeal raisin flax cookies,963
keebler animals cookies,436
keebler animals frstd cookies,202
keebler animals iced cookies,138
keebler animals crackers,854
keebler baker's treasures choc chip cookie soft,818
keebler baker's treasures oatmeal raisin cookie soft,634
keebler chs  cheddar sndwch crackers,410
keebler club  cheddar sndwch crackers,562
keebler chs on wheat sndwch crackers,285
keebler chips deluxe choc lovers cookies,263
keebler chips deluxe choc malt chunk cookies,542
keebler chips deluxe cocnt cookies,163
keebler chips deluxe dk choc chunk cookies,548
keebler chips deluxe mini choc chip cookies,201
keebler chips deluxe oatmeal choc chip cookies,352
keebler chips deluxe original choc chip cookies,774
keebler chips deluxe pnut butter cups cookies,324
keebler chips deluxe rainbow choc chip cookies,330
keebler chips deluxe rainbow choc chip cookies bite size,165
keebler chips deluxe soft 'n chewy choc chip cookies,448
keebler club dash of salt crackers,580
keebler club minis original crackers,577
keebler club minis multigrain crackers,166
keebler club multigrain crackers,989
keebler club original crackers,198
keebler club red fat crackers,331
keebler club crackers snack stks honey wheat,165
keebler club crackers snack stks original,152
keebler country style oatmeal cookies w raisins,184
keebler danish wedding cookies,943
keebler el fudge butter flav cookies,291
keebler el fudge double stuffed cookies,900
keebler fudge shoppe cheesecake middles dk choc,660
keebler fudge shoppe cheesecake middles original graham cook,674
keebler fudge shoppe mint creme middles choc graham cookies,834
keebler fudge shoppe cocnt dreams cookies,390
keebler fudge shoppe deluxe grahams cookies,898
keebler fudge shoppe caramel filled cookies,454
keebler fudge shoppe pnut creme filled cookies,271
keebler fudge shoppe triple fudge filled cookies,170
keebler fudge shoppe fudge-dipped ice crm cups,324
keebler fudge shoppe fudge grahams 12 dipped red fat,929
keebler fudge shoppe fudge stks,290
keebler fudge shoppe fudge stripes dk choc,982
keebler fudge shoppe fudge stripes holidayspiderman,154
keebler fudge shoppe fudge stripes mini,691
keebler fudge shoppe fudge stripes oatmeal,971
keebler fudge shoppe fudge stripes original,635
keebler fudge shoppe grasshopper cookies fudge mint,593
keebler fudge shoppe jumbo fudge stks vanilla,390
keebler fudge shoppe jumbo fudge stks pnut butter,592
keebler fudge shoppe magic middles fudge filled cookies orig,191
keebler fudge shoppe merry mint patties holiday,661
keebler fudge shoppe magic middles fudge filled cookies pnut,913
keebler fudge shoppe fudge stks pnut butter,967
keebler cinn toast grahams,170
keebler gripz chips deluxe choc chip cookies bite-size,992
keebler gripz chips deluxe rainbow choc chip cookies bite-si,953
keebler gripz choc chip grahams bite-size,703
keebler gripz cinn grahams bite-size,595
keebler almond crescents cookies holiday,481
keebler gingerbread men cookies holiday,999
keebler holiday jingles cookies,758
keebler iced oatmeal cookies,286
keebler toast  pnut butter sndwch crackers,253
keebler ready crust choc pie crust,601
keebler ready crust shortbread pie crust,601
keebler 100 cal right bites chips deluxe choc chip cookies,104
keebler 100 cal right bites fudge shoppe dk choc fudge strip,939
keebler 100 cal right bites fudge shoppe fudge covered pretz,716
keebler 100 cal right bites fudge shoppe cookies 'n creme,372
keebler 100 cal right bites fudge shoppe mini brownies,666
keebler 100 cal right bites fudge shoppe mini fudge grahams,989
keebler 100 cal right bites fudge shoppe mini fudge stripes,427
keebler 100 cal right bites fudge shoppe mini mints grasshop,511
keebler 100 cal right bites sandies shortbread cookies fudge,549
keebler 100 cal right bites sandies shortbread cookies,859
keebler 100 cal right bites white fudge dipped pretzels,163
keebler sandies cashew shortbread cookies,389
keebler sandies choc chip  pecan shortbread cookies,393
keebler sandies dk choc almond shortbread cookies,592
keebler sandies pecan shortbread cookies,167
keebler sandies pecan shortbread cookies bite size,572
keebler sandies pecan shortbread cookies red fat,882
keebler soft batch choc chip cookies,272
keebler swt cremes cookies,876
keebler tstd cocnt cookies,465
keebler toasteds buttercrisps crackers,677
keebler toasteds party pk cracker assortment,973
keebler toasteds onion crackers,905
keebler toasteds sesame crackers,499
keebler toasteds wheat crackers,601
keebler town house bistro multigrain crackers,809
keebler town house flipsides pretzel crackers chs,785
keebler town house flipsides pretzel crackers garlic herb,892
keebler town house flipsides pretzel crackers original,249
keebler town house original crackers,984
keebler town house red fat crackers,790
keebler town house flipsides pretzel crackers red fat,484
keebler town house toppers garlic herb crackers,886
keebler town house toppers multigrain crackers,158
keebler town house toppers original crackers,508
keebler town house wheat crackers,989
keebler town house flatbread crisps sea salt  olive oil cra,112
keebler traditions iced lemonade cookies,952
keebler traditions iced oatmeal cookies,241
keebler vanilla wafers minis rainbow,124
keebler vienna fingers w creme filling,794
keebler vienna fingers w creme filling red fat,381
keebler waffle bowls,752
keebler waffle cones,150
keebler wheatables honey wheat crackers,130
keebler wheatables nut crisp crackers rstd almond,958
keebler wheatables nut crisp crackers tstd pecan,856
kellogg's all-bran garlic  herb crackers,796
kellogg's all-bran multigrain crackers,688
kellogg's corn flakes crumbs,601
kellogg's pop-tarts frstd appl strudel toaster pastries,627
kellogg's pop-tarts frstd blueberry muffin toaster pastries,814
kellogg's pop-tarts choc chip cookie dough toaster pastries,251
kellogg's pop-tarts frstd cinn roll toaster pastries,706
kellogg's pop-tarts frstd confetti cake toaster pastries,409
kellogg's pop-tarts frstd cookies  creme toaster pastries,306
kellogg's pop-tarts frstd orange crm toaster pastries,346
kellogg's pop-tarts frstd pumpkin pie toaster pastries,966
kellogg's pop-tarts frstd spring berry toaster pastries,936
kellogg's pop-tarts frstd sugar cookie toaster pastries,793
kellogg's pop-tarts frstd waffle cone toaster pastries,429
kellogg's pop-tarts frstd wild fruit fusion toaster pastries,704
kellogg's pop-tarts frstd wild grape toaster pastries,971
kellogg's pop-tarts frstd wild strawberry toaster pastries,123
kellogg's pop-tarts ice crm shoppe frstd hot fudge sundae to,452
kellogg's pop-tarts ice crm shoppe frstd ice creme sndwch to,755
kellogg's pop-tarts ice crm shoppe frstd rainbow chip toaste,615
kellogg's pop-tarts ice crm shoppe frstd strawberry milkshak,276
kellogg's pop-tarts ice crm shoppe frstd vanilla milkshake t,383
kellogg's pop-tarts mini crisps cinn brown sugar bkd bites,892
kellogg's pop-tarts mini crisps frstd choc bkd bites,637
kellogg's pop-tarts mini crisps frstd strawberry bkd bites,122
kellogg's spl k cracker chips cheddar,279
kellogg's spl k cracker chips sea salt,525
kellogg's spl k cracker chips sour crm  onion,447
kellogg's spl k cracker chips southwest ranch,807
kellogg's spl k multigrain crackers,797
kellogg's spl k savory herb crackers,315
kellogg's pop-tarts gingerbread toaster pastries,102
kellogg's pop-tarts yum-azing vanilla milkshake toaster past,349
mother's 4th of july circus animal cookies,934
mother's choc chip cookies,136
mother's circus animal cookies,338
mother's cocnt cocadas cookies,371
mother's double fudge creme sndwch cookies,691
mother's eng tea sndwch cookies,849
mother's halloween circus animals cookies,565
mother's holiday circus animal cookies,231
mother's iced lemonade cookies,468
mother's iced oatmeal cookies,167
mother's jungle animal cookies,596
mother's macaroon cookies,252
mother's old fashioned choc chip cookies,939
mother's old fashioned iced oatmeal cookies,497
mother's pnut butter gauchos cookies,800
mother's taffy sndwch cookies,132
murray sugar free vanilla sugar wafer,425
murray chocolatey chip thins cookies,178
murray cookie jar classics cocnt bars cookies,628
murray duplex creme sndwch cookies,268
murray lemon creme sndwch cookies,358
murray jacks vanilla wafers,829
murray old fashioned iced oatmeal cookies,690
murray southern kitchen choc chip cookies,615
murray southern kitchen cocnt cookies,979
murray southern kitchen iced oatmeal cookies,396
murray sugar free choc chip  pecan cookies,112
murray sugar free fudge dipped grahams,669
murray sugar free fudge dipped mint cookies,266
murray sugar free fudge dipped wafers,778
murray sugar free pnut butter cookies,699
murray sugar free pecan shortbread cookies,821
murray sugar free lemon creme sndwch cookies,430
murray sugar free vanilla creme sndwch cookies,194
murray sugar free shortbread cookies,626
murray sugar free shortbread bites,122
murray sugar free vanilla wafer,661
murray vanilla sugar wafer,895
murray vanilla wafer,417
sunshine cheez-it asiago crackers,970
sunshine cheez-it baby swiss crackers,568
sunshine cheez-it big crackers,628
sunshine cheez-it cheddar jack crackers,708
sunshine cheez-it colby crackers,617
sunshine cheez-it duoz sharp cheddar parmesan crackers,215
sunshine cheez-it duoz smoked cheddar monterey jack crackers,250
sunshine gripz cheez-it crackers,914
sunshine gripz cheez-it mixx  cheesy pizza crackers,691
sunshine cheez-it hot  spicy crackers,794
sunshine cheez-it italian four chs crackers,954
sunshine cheez-it crackers (made w whl grain),104
sunshine cheez-it mozzarella crackers,844
sunshine cheez-it parmesan garlic crackers,845
sunshine cheez-it pepper jack crackers,558
sunshine cheez-it white cheddar red fat crackers,460
sunshine cheez-it 100 cal right bites ex cheesy party mix,678
sunshine cheez-it 100 cal right bites red fat,902
sunshine cheez-it scrabble jr crackers,470
sunshine cheez-it snack mix,435
sunshine cheez-it snack mix white cheddar,874
keebler zesta export sodas crackers,794
austin pnut butter on chs crackers sandwich-type,532
austin pnut butter on toasty crackers sandwich-type,776
austin cheddar chs on wafer crackers sandwich-type,840
kellogg's eggo minis pancakes bttrmlk,962
kellogg's eggo waffles choc chip,474
famous amos choc sndwch creme cookies,959
famous amos vanilla sndwch creme cookies,377
keebler grahams cinn crisp,351
keebler oatmeal cookies,800
keebler chs  pnut butter sndwch crackers,893
"keebler ready crust graham pie crust (10"") red fat",489
keebler sandies simply shortbread cookies,398
keebler sugar cones,633
mother's old fashioned oatmeal cookies,510
mother's vanilla sndwch cookies,948
murray cookie jar classics butter cookies,916
murray choc creme sndwch cookies,274
murray vanilla creme sndwch cookies,686
murray honey graham,133
murray old fashioned gingersnaps cookies,153
murray southern kitchen oatmeal cookies,938
murray sugar free choc chip cookies,879
murray sugar free oatmeal cookies,570
murray sugar free choc creme sndwch cookies,938
sunshine cheez-it original crackers,193
sunshine cheez-it red fat crackers,259
sunshine krispy soup  oyster crackers (large),529
keebler zesta saltines original,848
keebler zesta saltines w whl wheat,876
bread chapati or roti whl wheat commly prep frz,944
bread paratha whl wheat commly prep frz,287
bread naan whl wheat commly prep refr,323
bread roll mexican bollilo,765
cookie vanilla w caramel cocnt  choc coating,452
cookie w pnut butter filling chocolate-coated,709
cookies animal w frstng or icing,983
crackers multigrain,774
cookie butter or sugar w choc icing or filling,448
cookie choc w icing or coating,109
tortillas rtb or -fry whl wheat,404
cake snk cakes creme-filled choc w frstng l-f w add fiber,199
cake snk cakes not choc w icing or filling l-f w add fiber,133
cookies brownies commly prep red fat w added fiber,472
cookies choc sndwch w creme filling red fat,587
cookies oatmeal sndwch w creme filling,874
cookies pnut butter commly prep sugar free,250
cookies graham crackers pln or honey lowfat,163
crackers chs whl grain,602
waffles whl wheat lowfat frz rth,661
pancakes pln red fat,711
bread chapati or roti pln commly prep,812
bread naan pln commly prep refr,530
crackers std snack-type w whl wheat,584
cookies cocnt macaroon,133
cookies shortbread red fat,522
cookies sugar wafer chocolate-covered,938
rolls hamburger or hot dog wheatcracked wheat,563
rolls hamburger or hot dog whl wheat,216
crackers sandwich-type pnut butter filled red fat,509
bread cinn,561
bread wheat sprouted,999
bread wheat sprouted tstd,323
bread french or vienna whl wheat,985
bagels whl grain white,394
english muffins whl grain white,653
rolls hamburger whl grain white calcium-fortified,165
bagels multigrain,404
pancakes pln lofat dry mix incomplete (includes buttermilk),280
pancakes whl wheat dry mix incomplete,311
crackers toast thins lo na,586
crackers whl grain sandwich-type w pnut butter filling,849
crackers h2o biscuits,490
cookies choc chip sndwch w creme filling,733
cookies choc made w rice crl,716
cookies marshmllw w rice crl  choc chips,917
crackers flav fish-shaped,181
cookies gluten-free choc sndwch w creme filling,681
cookies gluten-free choc wafer,320
cookies gluten-free lemon wafer,240
cookies gluten-free vanilla sndwch w creme filling,879
bread gluten-free potato extract rice starch  rice flour,700
bread gluten-free rice flour corn starch andor tapioca,687
brd gluten-free white made wtapioca starch  brwn rice flr,703
bread gluten-free whl grain tapioca starch  brown rice flr,978
rolls gluten-free brw rice flr tapioca starch potato starch,973
rolls gluten-free rice flr rice starch  corn starch,125
rolls gluten-free brw rice flr tapioca starch sorghum flr,634
rolls gluten-free whl grain tapioca starch  brown rice flr,622
crackers gluten-free multigrain  veg made w corn starch ,176
crackers gluten-free multi-seeded  multigrain,204
waffles gluten-free frz rth,949
pancakes gluten-free frz rth,998
rolls dinner swt,1000
cookies oatmeal red fat,453
cookies choc crm covered biscuit stks,800
cookies marie biscuit,637
cookies vanilla sndwch w creme filling red fat,937
andrea's gluten free soft dinner roll,543
crunchmaster multi-grain crisps snack crackers gluten-free,662
glutino gluten free cookies choc vanilla creme,316
glutino gluten free cookies vanilla creme,705
glutino gluten free wafers lemon flav,739
glutino gluten free wafers milk choc,563
mary's gone crackers original crackers organic gluten free,582
pepperidge farm goldfish bkd snack crackers cheddar,922
pepperidge farm goldfish bkd snack crackers explosive pizza,733
pepperidge farm goldfish bkd snack crackers original,936
pepperidge farm goldfish bkd snack crackers parmesan,833
pepperidge farm goldfish bkd snack crackers pizza,492
rudi's gluten-free bakery original sndwch bread,675
sage valley gluten free vanilla sndwch cookies,569
schar gluten-free classic white rolls,490
schar gluten-free wheat-free classic white bread,164
udi's gluten free classic french dinner rolls,490
udi's gluten free soft  delicious white sndwch bread,634
udi's gluten free soft  hearty whl grain bread,279
udi's gluten free whl grain dinner rolls,794
van's gluten free totally original pancakes,428
van's gluten free totally original waffles,563
van's the perfect 10 crispy six whl grain + four sd bkd crac,721
pepperidge farm 100 whl wheat hamburger buns,128
pepperidge farm cinn swirl bread,674
pepperidge farm raisin cinn swirl bread,513
pepperidge farm whl grain 15 grain bread,804
pepperidge farm farmhouse hearty white bread,490
pepperidge farm farmhouse oatmeal bread,987
pepperidge farm whl grain 100 whl wheat bread,406
pepperidge farm farmhouse sourdough bread,131
pepperidge farm jewish rye bread (seedless),360
pepperidge farm pumpernickel bread,259
pepperidge farm hamburger buns wsesame,958
pepperidge farm deli swirl bread,389
pepperidge farm white bread,394
pepperidge farm lt style wheat bread,656
pepperidge farm seeded jewish rye bread,184
pepperidge farm farmhouse 100 whl wheat bread,531
pepperidge farm white hoagie roll,249
pepperidge farm hamburger bun,472
pepperidge farm whl grain honey whl wheat bread,989
pepperidge farm whl grain oatmeal bread,819
bread multi-grain (includes whole-grain),127
cookies animal crackers (incl arrowroot tea biscuits ),306
campbell's tomato juc,443
campbell's  tomato juc lo na,476
v8 veg juc organic v8,834
campbell's organic tomato juc,828
healthy request tomato juc,387
campbell's v8 100 veg juc,229
v8 veg juc essential antioxidants v8,477
v8 veg juc ca enr v8,486
v8 veg juc lo na v8,383
v8 veg juc spicy hot v8,630
pace jalapenos nacho sliced peppers,993
pace diced grn chilies,965
v8 60 veg juc v8 v-lite,513
v8 veg juc lo na spicy hot,722
v8 veg juc hi fiber v8,708
seaweed canadian cultivated emi-tsunomata dry,443
seaweed canadian cultivated emi-tsunomata rehydrated,752
potatoes hash brown refr unprep,424
potatoes hash brown refr prep pan-fried in canola oil,491
sweet potatoes french fr frz as packaged salt added,634
sweet potatoes french fr crosscut frz unprep,778
sweet potato puffs frz unprep,876
potatoes yel fleshed rstd salt added in proc frz unprep,219
potatoes yel fleshed french fr frz unprep,317
potato\ yel flsh hash brn shrd salt added in proc frz unprep,485
potatoes french fr wedge cut frz unprep,797
potatoes french fr stk cut salt not added in proc frz unprep,269
potatoes french fr cross cut frz unprep,659
vegetable smoothie naked juc kale blazer,863
ginger root pickled cnd w art swtnr,622
peppers hot pickled cnd,611
vegetable juc bolthouse farms daily grns,511
potatoes mshd rte,602
rice  vermicelli mix bf flavor unprep,813
rice  vermicelli mix bf flavor prep w 80 margarine,442
rice  vermicelli mix rice pilaf flavor unprep,779
rice  vermicelli mix rice pilaf flavor prep w 80 margarin,809
macaroni  chs box mix w chs sau unprep,705
macaroni  chs box mix w chs sau prep,109
taquitos frz chick  chs oven-heated,277
taquitos frz bf  chs oven-heated,398
pasta mix classic cheeseburger macaroni unprep,521
pasta mix classic bf unprep,375
pasta mix italian lasagna unprep,611
yellow rice w seasoning dry packet mix unprep,656
pizza rolls frz unprep,930
potsticker or wonton pork  veg frz unprep,559
macaroni or noodles w chs made from red fat packaged mix un,764
turnover cheese-filled tomato-based sau frz unprep,710
macaroni or noodles w chs microwaveable unprep,231
pasta mix italian four chs lasagna unprep,817
spanish rice mix dry mix unprep,567
lasagna chs frz unprep,113
chicken thighs frz breaded rehtd,170
spanish rice mix dry mix prep (with canolavegetable oil ble,282
kashi three chs ravioli w mediterranean tomato sau frz unpr,158
kashi mushroom  asparagus risotto frz unprep,607
rice mix chs flavor dry mix unprep,788
dumpling potato- or cheese-filled frz,836
turnover chicken- or turkey-  vegetable-filled red fat frz,611
turnover meat-  cheese-filled tomato-based sau red fat frz,922
turnover filled w egg meat  chs frz,370
rice mix white  wild flav unprep,521
kashi italian veg medley pasta frz unprep,314
salisbury steak w gravy frz,790
sausage egg  chs brkfst biscuit,230
hungry man salisbury steak w gravy frz unprep,324
banquet salisbury steak w gravy family size frz unprep,477
jimmy dean sausage egg  chs brkfst biscuit frz unprep,727
inf formula  mead johnson  enfamil  prm  newborn  pwd,431
inf formula mead johnson enfamil premium lipil infant pdr,618
inf formu  mea john  enfa  pre lipil  infa  liq con  not rec,314
inf formula mead johnson enfa prem infant liq conc not rec,202
inf formula  mead johns  enfa  enfa  gentl  todd  lipi  pow,929
inf formula  gerber  good start  protect plus pdr,772
inf formula gerber good start 2 gentle plus pdr,559
inf formula  gerber  good start 2  protect plus  pdr,593
inf formula  mead johnson  enfami enfagr  soy tod lipil pdr,776
inf formula  abb nutr  simil  go  gr  pdr  w ara  dha,594
inf formula  gerber  good start 2 soy  w iron pdr,491
inf formu mead johns enfamil nutramig aa lipil pdr not recon,153
inf formula mead johnson enfami premature 20 cal rtf lo iron,222
inf formula mead johnson enfaml premature 24 cal rtf lo iron,773
inf formula mead johnson enfamil premium infant rtf,288
inf formula mead johnson enfamil premium infant pdr,127
babyfood gerber banana w orange medley,394
babyfood finger snacks gerb graduat lil crunchi - mild chedd,980
agutuk fishberry w seal oil (ice cream) (alaska native),736
agutuk meat-caribou (alaskan ice cream) (alaska native),365
ascidians (tunughnak) (alaska native),613
bear black meat (alaska native),664
bear polar meat raw (alaska native),451
whale beluga meat dried (alaska native),435
whale beluga eyes (alaska native),602
whale  beluga  meat  raw (alaska native),934
whale beluga flipper raw (alaska native),582
whale beluga liver raw (alaska native),679
oil beluga whale (alaska native),195
blackberries wild raw (alaska native),803
fish blackfish whl (alaska native),221
blueberries wild frz (alaska native),673
caribou bone marrow raw (alaska native),835
caribou eye raw (alaska native),543
caribou liver raw (alaska native),922
stewsoup caribou (alaska native),617
caribou tongue raw (alaska native),169
chiton leathery gumboots (alaska native),516
cloudberries raw (alaska native),667
cockles raw (alaska native),443
cranberries wild bush raw (alaska native),963
cranberry lo bush or lingenberry raw (alaska native),526
fish devilfish meat (alaska native),695
fireweed young leaves raw (alaska native),526
fish herring eggs on giant kelp pacific (alaska native),616
fish herring eggs pacific dry (alaska native),269
fish herring eggs pacific pln (alaska native),648
fish herring pacific flsh air-dried pack oil (alaska native),234
huckleberries raw (alaska native),649
fish lingcod meat raw (alaska native),354
fish lingcod liver (alaska native),175
stew moose (alaska native),228
moose meat raw (alaska native),983
mashu roots raw (alaska native),608
moose liver brsd (alaska native),973
mouse nuts roots (alaska native),787
mouse nuts seedlings (alaska native),677
octopus (alaska native),891
seal bearded (oogruk) meat dried (alaska native),285
seal bearded (oogruk) meat raw (alaska native),697
oil bearded seal (oogruk) (alaska native),592
oopah (tunicate) whl animal (alaska native),533
owl horned flesh raw (alaska native),242
fish pike northern liver (alaska native),787
rhubarb wild leaves (alaska native),872
fish salmon tipnuk fermented (alaska native),745
fish salmon king chinook kippered cnd (alaska native),873
fish salmon king chinook smoked  cnd (alaska native),533
fish salmon king chinook smoked brined (alaska native),415
fish salmon king chinook liver (alaska native),539
duck scoter white-winged meat (alaska native),592
sea cucumber yane (alaska native),140
seal ringed meat (alaska native),969
seal ringed liver (alaska native),442
soup fish homemade (alaska native),831
sourdock young leaves (alaska native),257
squirrel ground meat (alaska native),274
tea tundra herb  laborador combination (alaska native),744
walrus meat dried (alaska native),650
deer (venison) sitka raw (alaska native),764
walrus meat raw (alaska native),516
walrus meat  subcutaneous fat raw (alaska native),649
walrus liver raw (alaska native),159
oil walrus (alaska native),394
whale bowhead subcutaneous fat (blubber) (alaska native),390
whale bowhead skn  subcutaneous fatmuktuk(alaska native),490
oil whale bowhead (alaska native),922
fish whitefish broad liver (alaska native),445
fish whitefish mxd sp raw (alaska native),888
fish whitefish head eyes cheeks  soft bones (alaska native),313
willow leaves in oil (alaska native),862
willow young leaves chopd (alaska native),684
mush blue corn w ash (navajo),107
cornmeal blue (navajo),130
melon banana (navajo),625
chilchen (red berry beverage) (navajo),227
corn dried (navajo),646
corn white stmd (navajo),717
cornmeal white (navajo),289
cornmeal yel (navajo),776
squash indian raw (navajo),605
squash indian ckd bld (navajo),902
bread kneel down (navajo),602
mutton ckd rstd (navajo),178
frybread made w lard (navajo),876
tortilla incl pln  from mutton sndwch (navajo),572
stew dumpling w mutton (navajo),868
stew hominy w mutton (navajo),449
stew mutton corn squash (navajo),494
tamales (navajo),786
stew stmd corn (navajo),224
fish halibut raw w skn (alaska native),242
fish salmon coho (silver) raw (alaska native),126
fish salmon sockeye (red) raw (alaska native),491
fish salmon chum raw (alaska native),924
fish salmon king (chinook) raw (alaska native),503
salmonberries raw (alaska native),785
blueberries wild raw (alaska native),364
oil spotted seal (alaska native),855
fish salmon red cnd bones removed (alaska native),191
fish whitefish eggs (alaska native),436
caribou rump meat half dried (alaska native),319
caribou shldr meat dried (alaska native),865
caribou hind quarter meat raw (alaska native),212
seal bearded (oogruk) meat dried in oil (alaska native),754
fish whitefish dried (alaska native),212
fish salmon red (sockeye) cnd smoked (alaska native),235
fish salmon red (sockeye) kippered (alaska native),794
fish salmon king w skn kippered (alaska native),395
fish sheefish raw (alaska native),712
seal bearded (oogruk) meat lo quadrant raw (alaska native),783
fish salmon chum dried (alaska native),797
elk free range ground ckd patties (shoshone bannock),208
elk free range ground raw (shoshone bannock),619
buffalo free range top rnd steak raw (shoshone bannock),755
seal bearded (oogruk) meat part dried (alaska native),976
buffalo free range top rnd steak ckd (shoshone bannock),672
elk free range rst eye of rnd raw (shoshone bannock),862
elk free range rst eye of rnd ckd (shoshone bannock),182
chokecherries raw pitted (shoshone bannock),414
steelhead trout dried flesh (shoshone bannock),768
steelhead trout bld cnd (alaska native),462
acorn stew (apache),474
corn dried yel (northern plains indians),791
smelt dried (alaska native),844
frybread made w lard (apache),361
corned bf  potatoes in tortilla (apache),280
tennis bread pln (apache),957
fish halibut ckd w skn (alaska native),133
salmon red (sockeye) filets w skn smoked (alaska native),495
agave raw (southwest),957
agave ckd (southwest),555
agave dried (southwest),747
cattail narrow leaf shoots (northern plains indians),672
lambsquarters raw (northern plains indians),636
lambsquarters stmd (northern plains indians),230
prickly pears raw (northern plains indians),336
prickly pears brld (northern plains indians),598
prairie turnips raw (northern plains indians),145
prairie turnips bld (northern plains indians),965
raspberries wild (northern plains indians),785
rose hips wild (northern plains indians),728
chokecherries raw pitted (northern plains indians),973
stinging nettles blanched (northern plains indians),542
plums wild (northern plains indians),392
pinon nuts rstd (navajo),584
caribou hind quarter meat ckd (alaska native),304
agutuk fish w shortening (alaskan ice cream) (alaska native,481
sea lion steller liver (alaska native),537
sea lion steller kidney (alaska native),832
sea lion steller heart (alaska native),738
sea lion steller meat (alaska native),188
sea lion steller meat w fat (alaska native),565
sea lion steller fat (alaska native),861
wocas dried seeds oregon yel pond lily (klamath),304
hazelnuts beaked (northern plains indians),366
piki bread made from blue cornmeal (hopi),554
wocas tuber ckd oregon yel pond lily (klamath),421
stew pinto bean  hominy badufsuki (hopi),904
tamales masa  pork filling (hopi),511
tea herbal brewed hohoysi (hopi),387
tortilla blue corn sakwavikaviki (hopi),802
bread blue corn somiviki (hopi),582
applebee's 9 oz house sirloin steak,584
applebee's double crunch shrimp,944
applebee's french fr,912
applebee's kraft macaroni  chs from kid's menu,422
applebee's mozzarella stks,124
applebee's chick tenders from kids' menu,757
tgi friday's friday's shrimp breaded,369
tgi friday's french fr,341
tgi friday's  fried mozzarella,218
tgi friday's macaroni  chs from kid's menu,612
tgi friday's chick fingers from kids' menu,439
tgi friday's  classic sirloin steak (10 oz),593
restaurant family style fried mozzarella stks,125
restaurant family style sirloin steak,462
restaurant family style french fr,961
restaurant family style chick fingers from kid's menu,518
restaurant family style shrimp breaded  fried,985
restaurant family style macaroni  chs from kids' menu,853
applebee's fish hand battered,606
applebee's chili,983
tgi friday's chick fingers,442
applebee's coleslaw,617
applebee's crunchy onion rings,385
applebee's chick tenders platter,657
cracker barrel chick tenderloin platter fried,599
cracker barrel coleslaw,113
cracker barrel onion rings thick-cut,226
denny's chick strips,166
denny's coleslaw,899
denny's fish fillet battered or breaded fried,717
denny's hash browns,250
denny's onion rings,991
denny's spaghetti  meatballs,108
restaurant family style fish fillet battered or bread fried,576
restaurant family style chick tenders,702
restaurant family style coleslaw,898
restaurant family style onion rings,915
restaurant family style chili w meat  bns,929
restaurant family style spaghetti  meatballs,261
restaurant family style hash browns,842
cracker barrel macaroni n' chs,224
restaurant italian lasagna w meat,708
olive garden lasagna classico,211
carrabba's italian grill lasagne,925
on the border mexican rice,879
on the border refried bns,119
restaurant italian spaghetti w pomodoro sau (no meat),958
olive garden spaghetti w pomodoro sau,129
carrabba's italian grill spaghetti w pomodoro sau,946
on the border chs enchilada,310
restaurant mexican chs enchilada,932
on the border chs quesadilla,325
restaurant mexican chs quesadilla,437
carrabba's italian grill chs ravioli w marinara sau,320
olive garden chs ravioli w marinara sau,895
restaurant italian chs ravioli w marinara sau,877
restaurant mexican chs tamales,145
carrabba's italian grill chick parmesan wo cavatappi pasta,342
olive garden chick parmigiana wo pasta,659
restaurant italian chick parmesan wo pasta,129
on the border soft taco w ground bf chs  lettuce,484
restaurant mexican soft taco w ground bf chs  lettuce,953
restaurant latino chick  rice entree prep,286
restaurant latino empanadas bf prep,796
restaurant latino arroz con leche (rice pudding),626
restaurant latino arroz con frijoles negros (riceblack bns),901
rest latino arroz con abichuelas colorados (ricered bns),660
restaurant latino arroz con grandules (rice  pigeonpeas),571
restaurant latino pupusas con frijoles (pupusas bean),625
restaurant latino pupusas con queso (pupusas cheese),469
restaurant latino pupusas del cerdo (pupusas pork),845
restaurant latino tamale corn,544
restaurant latino tamale pork,682
restaurant latino black bean soup,422
restaurant latino tripe soup,821
restaurant latino arepa (unleavened cornmeal bread),817
restaurant latino bunuelos (fried yeast bread),792
restaurant mexican spanish rice,925
restaurant mexican refried bns,997
restaurant chinese egg rolls assorted,429
restaurant chinese fried rice wo meat,148
restaurant chinese bf  veg,288
cracker barrel chick tenderloin platter fried frm kid's menu,968
cracker barrel country fried shrimp platter,160
cracker barrel farm raised catfish platter,894
cracker barrel steak fries,713
cracker barrel grilled sirloin steak,801
cracker barrel macaroni n' chs plate from kid's menu,101
denny's french fr,409
denny's mozzarella chs stks,802
denny's golden fried shrimp,888
denny's macaroni  chs from kid's menu,546
denny's chick nuggets star shaped from kid's menu,993
denny's top sirloin steak,247
restaurant chinese lemon chick,573
restaurant chinese general tso's chick,774
restaurant chinese kung pao chick,639
restaurant chinese shrimp  veg,668
restaurant chinese swt  sour chick,597
restaurant chinese swt  sour pork,156
restaurant chinese chick chow mein,263
restaurant chinese veg chow mein wo meat or noodles,725
